Country,NUTS1_ID,NUTS2_ID,NUTS2_name,Fund,Year,Programming_Period,EU_Payment_annual,Modelled_annual_expenditure,Standard_Deviation_of_annual_expenditure,Standard_Error_of_modelled_annual_expenditure
DK,DK0,DK05,Nordjylland,ERDF,1998,1989-1993,121726,91059,5535,175
DK,DK0,DK05,Nordjylland,ERDF,1994,1994-1999,1133960,1481789,55563,1758
DK,DK0,DK05,Nordjylland,ERDF,1995,1994-1999,1272094,1061977,33565,1062
DK,DK0,DK05,Nordjylland,ERDF,1996,1994-1999,503648,1614768,177493,5616
DK,DK0,DK05,Nordjylland,ERDF,1997,1994-1999,4567269,3730992,133589,4227
DK,DK0,DK05,Nordjylland,ERDF,1998,1994-1999,1508809,1258045,40058,1267
DK,DK0,DK05,Nordjylland,ERDF,1999,1994-1999,591708,1393516,128479,4065
DK,DK0,DK05,Nordjylland,ERDF,2000,1994-1999,3480225,2597920,141158,4466
DK,DK0,DK05,Nordjylland,ERDF,2001,1994-1999,171288,222240,25561,809
DK,DK0,DK05,Nordjylland,ERDF,2002,1994-1999,2721,351410,21125,668
DK,DK0,DK05,Nordjylland,ERDF,2003,1994-1999,422619,0,0,0
DK,DK0,DK05,Nordjylland,ERDF,2004,1994-1999,58316,0,0,0
DK,DK0,DK05,Nordjylland,ERDF,2000,2000-2006,994642,1061480,9548,302
DK,DK0,DK05,Nordjylland,ERDF,2001,2000-2006,219317,574771,50777,1607
DK,DK0,DK05,Nordjylland,ERDF,2002,2000-2006,1385674,1654862,38454,1217
DK,DK0,DK05,Nordjylland,ERDF,2003,2000-2006,2268963,2106040,23274,736
DK,DK0,DK05,Nordjylland,ERDF,2004,2000-2006,1734362,1823783,12774,404
DK,DK0,DK05,Nordjylland,ERDF,2005,2000-2006,2027781,1767331,37206,1177
DK,DK0,DK05,Nordjylland,ERDF,2006,2000-2006,1173162,1775863,37206,1177
DK,DK0,DK05,Nordjylland,ERDF,2007,2000-2006,2986572,2443856,96016,3038
DK,DK0,DK05,Nordjylland,ERDF,2008,2000-2006,1115564,1004669,58609,1854
DK,DK0,DK05,Nordjylland,ERDF,2009,2000-2006,1006111,699492,43801,1386
DK,DK0,DK05,Nordjylland,ERDF,2007,2007-2013,1283481,2030874,79584,2518
DK,DK0,DK05,Nordjylland,ERDF,2008,2007-2013,1925222,2107200,19377,613
DK,DK0,DK05,Nordjylland,ERDF,2009,2007-2013,2393981,3415606,108784,3442
DK,DK0,DK05,Nordjylland,ERDF,2010,2007-2013,5025600,9507911,477283,15101
DK,DK0,DK05,Nordjylland,ERDF,2011,2007-2013,16571652,12232654,462023,14618
DK,DK0,DK05,Nordjylland,ERDF,2012,2007-2013,5394763,4022241,462023,14618
DK,DK0,DK05,Nordjylland,ERDF,2013,2007-2013,0,7415983,1255541,39724
DK,DK0,DK05,Nordjylland,ERDF,2014,2007-2013,19221164,14635332,818073,25883
DK,DK0,DK05,Nordjylland,ERDF,2015,2007-2013,9149488,5597551,378216,11966
DK,DK0,DK05,Nordjylland,ESF,2000,2000-2006,2833197,3764837,108432,3431
DK,DK0,DK05,Nordjylland,ESF,2001,2000-2006,2653467,3248824,69293,2192
DK,DK0,DK05,Nordjylland,ESF,2002,2000-2006,4349145,4686578,39273,1243
DK,DK0,DK05,Nordjylland,ESF,2003,2000-2006,5310211,9057536,436145,13799
DK,DK0,DK05,Nordjylland,ESF,2004,2000-2006,15983228,12937769,354456,11214
DK,DK0,DK05,Nordjylland,ESF,2005,2000-2006,7309243,7315036,819086,25915
DK,DK0,DK05,Nordjylland,ESF,2006,2000-2006,5984606,8114959,819086,25915
DK,DK0,DK05,Nordjylland,ESF,2007,2000-2006,11337521,10215992,543853,17207
DK,DK0,DK05,Nordjylland,ESF,2008,2000-2006,8411979,6884124,415225,13137
DK,DK0,DK05,Nordjylland,ESF,2009,2000-2006,0,3794398,238952,7560
DK,DK0,DK05,Nordjylland,ESF,2011,2000-2006,586727,0,0,0
DK,DK0,DK05,Nordjylland,ESF,2013,2000-2006,5260729,0,0,0
DK,DK0,DK05,Nordjylland,ESF,2007,2007-2013,844133,1415599,53270,1685
DK,DK0,DK05,Nordjylland,ESF,2008,2007-2013,1266200,2477557,112919,3573
DK,DK0,DK05,Nordjylland,ESF,2009,2007-2013,3950211,3785852,15321,485
DK,DK0,DK05,Nordjylland,ESF,2010,2007-2013,3586041,4125072,50247,1590
DK,DK0,DK05,Nordjylland,ESF,2011,2007-2013,4780374,4053490,779410,24659
DK,DK0,DK05,Nordjylland,ESF,2012,2007-2013,2336514,5238221,779410,24659
DK,DK0,DK05,Nordjylland,ESF,2013,2007-2013,7731046,8410085,698285,22093
DK,DK0,DK05,Nordjylland,ESF,2014,2007-2013,9627145,7312298,589137,18639
DK,DK0,DK05,Nordjylland,ESF,2015,2007-2013,5974673,3278162,251359,7953
EE,EE0,EE00,Eesti,CF,2000,2000-2006,0,4011229,338839,10720
EE,EE0,EE00,Eesti,CF,2001,2000-2006,7924614,8865876,79511,2516
EE,EE0,EE00,Eesti,CF,2002,2000-2006,9784178,12710551,247198,7821
EE,EE0,EE00,Eesti,CF,2003,2000-2006,15565543,22321127,5669640,179379
EE,EE0,EE00,Eesti,CF,2004,2000-2006,23858760,34149811,8524610,269707
EE,EE0,EE00,Eesti,CF,2005,2000-2006,32317148,56191952,6814159,215590
EE,EE0,EE00,Eesti,CF,2006,2000-2006,71888536,70895051,6814159,215590
EE,EE0,EE00,Eesti,CF,2007,2000-2006,57508112,68544440,7749789,245192
EE,EE0,EE00,Eesti,CF,2008,2000-2006,70304712,75729644,11572881,366150
EE,EE0,EE00,Eesti,CF,2009,2000-2006,41616700,62700431,5428894,171763
EE,EE0,EE00,Eesti,CF,2010,2000-2006,37918348,0,0,0
EE,EE0,EE00,Eesti,CF,2011,2000-2006,25277686,0,0,0
EE,EE0,EE00,Eesti,CF,2012,2000-2006,2697302,0,0,0
EE,EE0,EE00,Eesti,CF,2013,2000-2006,2589509,0,0,0
EE,EE0,EE00,Eesti,CF,2014,2000-2006,6962834,0,0,0
EE,EE0,EE00,Eesti,CF,2015,2000-2006,9906131,0,0,0
EE,EE0,EE00,Eesti,CF,2007,2007-2013,28793282,37490465,2288782,72414
EE,EE0,EE00,Eesti,CF,2008,2007-2013,46069252,53795701,2033320,64331
EE,EE0,EE00,Eesti,CF,2009,2007-2013,86996496,91277297,1126551,35642
EE,EE0,EE00,Eesti,CF,2010,2007-2013,109672032,97941037,3087171,97674
EE,EE0,EE00,Eesti,CF,2011,2007-2013,47532584,95859147,12717793,402373
EE,EE0,EE00,Eesti,CF,2012,2007-2013,303519904,307139574,12717793,402373
EE,EE0,EE00,Eesti,CF,2013,2007-2013,322693408,289031776,8858517,280271
EE,EE0,EE00,Eesti,CF,2014,2007-2013,144386688,117974617,6950696,219910
EE,EE0,EE00,Eesti,CF,2015,2007-2013,4481120,3635152,222628,7044
EE,EE0,EE00,Eesti,EAFRD,2003,2000-2006,0,3716293,1902092,60180
EE,EE0,EE00,Eesti,EAFRD,2004,2000-2006,5679828,13811802,1452308,45949
EE,EE0,EE00,Eesti,EAFRD,2005,2000-2006,20959569,17256399,1013017,32050
EE,EE0,EE00,Eesti,EAFRD,2006,2000-2006,13644687,11294938,1013017,32050
EE,EE0,EE00,Eesti,EAFRD,2007,2000-2006,10235990,6593297,462072,14619
EE,EE0,EE00,Eesti,EAFRD,2008,2000-2006,3438293,2442837,221763,7016
EE,EE0,EE00,Eesti,EAFRD,2009,2000-2006,0,1138356,100344,3175
EE,EE0,EE00,Eesti,EAFRD,2011,2000-2006,2295556,0,0,0
EE,EE0,EE00,Eesti,EAFRD,2007,2007-2013,1755287,22897532,1894281,59932
EE,EE0,EE00,Eesti,EAFRD,2008,2007-2013,46112322,62620134,1479050,46795
EE,EE0,EE00,Eesti,EAFRD,2009,2007-2013,82116707,88716194,591294,18708
EE,EE0,EE00,Eesti,EAFRD,2010,2007-2013,96510528,105745210,827399,26178
EE,EE0,EE00,Eesti,EAFRD,2011,2007-2013,116651843,127785843,10864122,343726
EE,EE0,EE00,Eesti,EAFRD,2012,2007-2013,128261850,128237043,10864122,343726
EE,EE0,EE00,Eesti,EAFRD,2013,2007-2013,123767923,105844383,7905690,250125
EE,EE0,EE00,Eesti,EAFRD,2014,2007-2013,96099370,59684694,3861323,122167
EE,EE0,EE00,Eesti,EAFRD,2015,2007-2013,22367128,12111923,918835,29071
EE,EE0,EE00,Eesti,ERDF,2002,2000-2006,0,1569319,3970971,125636
EE,EE0,EE00,Eesti,ERDF,2003,2000-2006,0,16805503,6018772,190426
EE,EE0,EE00,Eesti,ERDF,2004,2000-2006,22597566,37435796,6537793,206847
EE,EE0,EE00,Eesti,ERDF,2005,2000-2006,40162088,50778302,6177109,195435
EE,EE0,EE00,Eesti,ERDF,2006,2000-2006,52419632,58789499,6177109,195435
EE,EE0,EE00,Eesti,ERDF,2007,2000-2006,73515808,44870271,4369884,138257
EE,EE0,EE00,Eesti,ERDF,2008,2000-2006,32484042,17211579,1651719,52258
EE,EE0,EE00,Eesti,ERDF,2009,2000-2006,0,4357658,518267,16397
EE,EE0,EE00,Eesti,ERDF,2012,2000-2006,10402345,0,0,0
EE,EE0,EE00,Eesti,ERDF,2013,2000-2006,213376,0,0,0
EE,EE0,EE00,Eesti,ERDF,2014,2000-2006,23071,0,0,0
EE,EE0,EE00,Eesti,ERDF,2007,2007-2013,37204220,48806271,2720126,86061
EE,EE0,EE00,Eesti,ERDF,2008,2007-2013,55806328,113349355,13491088,426839
EE,EE0,EE00,Eesti,ERDF,2009,2007-2013,332590592,333913498,310158,9813
EE,EE0,EE00,Eesti,ERDF,2010,2007-2013,338953824,302416871,8566169,271022
EE,EE0,EE00,Eesti,ERDF,2011,2007-2013,163209616,181197458,4217289,133429
EE,EE0,EE00,Eesti,ERDF,2012,2007-2013,249731856,258447383,4217289,133429
EE,EE0,EE00,Eesti,ERDF,2013,2007-2013,291653888,275052729,3892178,123143
EE,EE0,EE00,Eesti,ERDF,2014,2007-2013,211801648,185699311,6119750,193620
EE,EE0,EE00,Eesti,ERDF,2015,2007-2013,86248360,68317457,4203939,133007
EE,EE0,EE00,Eesti,ESF,2002,2000-2006,0,445803,1104376,34941
EE,EE0,EE00,Eesti,ESF,2003,2000-2006,0,5460507,1330328,42090
EE,EE0,EE00,Eesti,ESF,2004,2000-2006,8018820,8140365,2315008,73244
EE,EE0,EE00,Eesti,ESF,2005,2000-2006,4893765,12751611,1931772,61119
EE,EE0,EE00,Eesti,ESF,2006,2000-2006,16523203,17334558,1931772,61119
EE,EE0,EE00,Eesti,ESF,2007,2000-2006,17241287,16610382,2687173,85018
EE,EE0,EE00,Eesti,ESF,2008,2000-2006,22828372,10281747,1052536,33301
EE,EE0,EE00,Eesti,ESF,2009,2000-2006,0,1054798,123653,3912
EE,EE0,EE00,Eesti,ESF,2012,2000-2006,2574326,0,0,0
EE,EE0,EE00,Eesti,ESF,2007,2007-2013,7830347,10627245,550251,17409
EE,EE0,EE00,Eesti,ESF,2008,2007-2013,11745520,22051195,2027497,64147
EE,EE0,EE00,Eesti,ESF,2009,2007-2013,55023993,60802558,1136852,35968
EE,EE0,EE00,Eesti,ESF,2010,2007-2013,79290962,67152930,2387988,75553
EE,EE0,EE00,Eesti,ESF,2011,2007-2013,28317543,46699137,3616321,114415
EE,EE0,EE00,Eesti,ESF,2012,2007-2013,105510673,95683983,3616321,114415
EE,EE0,EE00,Eesti,ESF,2013,2007-2013,64243686,53703107,2073711,65609
EE,EE0,EE00,Eesti,ESF,2014,2007-2013,19978739,15221307,935958,29612
EL,EL3,EL30,Attiki,CF,1993,1994-1999,8775294,8775294,0,0
EL,EL3,EL30,Attiki,CF,1994,1994-1999,10307504,14938316,417055,13195
EL,EL3,EL30,Attiki,CF,1995,1994-1999,10139298,16653638,586687,18562
EL,EL3,EL30,Attiki,CF,1996,1994-1999,24402636,76461570,4688472,148337
EL,EL3,EL30,Attiki,CF,1997,1994-1999,138387190,146466988,8136908,257440
EL,EL3,EL30,Attiki,CF,1998,1994-1999,148217430,129572167,6062168,191799
EL,EL3,EL30,Attiki,CF,1999,1994-1999,102562959,79983287,7015556,221962
EL,EL3,EL30,Attiki,CF,2000,1994-1999,37962039,53505892,7578419,239771
EL,EL3,EL30,Attiki,CF,2001,1994-1999,51160365,71712445,12070336,381889
EL,EL3,EL30,Attiki,CF,2002,1994-1999,63967379,78693163,5957965,188502
EL,EL3,EL30,Attiki,CF,2003,1994-1999,2505079,0,0,0
EL,EL3,EL30,Attiki,CF,2004,1994-1999,10858079,0,0,0
EL,EL3,EL30,Attiki,CF,2005,1994-1999,1857986,0,0,0
EL,EL3,EL30,Attiki,CF,2006,1994-1999,32025659,0,0,0
EL,EL3,EL30,Attiki,CF,2007,1994-1999,32360463,0,0,0
EL,EL3,EL30,Attiki,CF,2008,1994-1999,718616,0,0,0
EL,EL3,EL30,Attiki,CF,2009,1994-1999,554787,0,0,0
EL,EL3,EL30,Attiki,CF,2001,2000-2006,0,8195527,669537,21183
EL,EL3,EL30,Attiki,CF,2002,2000-2006,14488395,7493816,2970050,93968
EL,EL3,EL30,Attiki,CF,2003,2000-2006,0,8817403,5472231,173134
EL,EL3,EL30,Attiki,CF,2004,2000-2006,9788764,19400554,11394850,360517
EL,EL3,EL30,Attiki,CF,2005,2000-2006,9803622,56262032,9104907,288067
EL,EL3,EL30,Attiki,CF,2006,2000-2006,87516544,78542238,9104907,288067
EL,EL3,EL30,Attiki,CF,2007,2000-2006,61375188,65150844,10184319,322218
EL,EL3,EL30,Attiki,CF,2008,2000-2006,33391160,82627252,19469529,615989
EL,EL3,EL30,Attiki,CF,2009,2000-2006,89442136,84559327,8996788,284646
EL,EL3,EL30,Attiki,CF,2010,2000-2006,50093040,0,0,0
EL,EL3,EL30,Attiki,CF,2011,2000-2006,37425884,0,0,0
EL,EL3,EL30,Attiki,CF,2013,2000-2006,3852694,0,0,0
EL,EL3,EL30,Attiki,CF,2014,2000-2006,3982872,0,0,0
EL,EL3,EL30,Attiki,CF,2015,2000-2006,9888694,0,0,0
EL,EL3,EL30,Attiki,CF,2007,2007-2013,5674069,8893156,342767,10845
EL,EL3,EL30,Attiki,CF,2008,2007-2013,8511103,8207913,32283,1021
EL,EL3,EL30,Attiki,CF,2009,2007-2013,7709485,7356174,37620,1190
EL,EL3,EL30,Attiki,CF,2010,2007-2013,6775350,21438661,1561341,49399
EL,EL3,EL30,Attiki,CF,2011,2007-2013,45544404,41979008,379641,12011
EL,EL3,EL30,Attiki,CF,2012,2007-2013,36117676,44422264,379641,12011
EL,EL3,EL30,Attiki,CF,2013,2007-2013,51486032,55395978,3030634,95885
EL,EL3,EL30,Attiki,CF,2014,2007-2013,60215780,50239239,2950973,93365
EL,EL3,EL30,Attiki,CF,2015,2007-2013,39732928,26708665,1472751,46596
EL,EL3,EL30,Attiki,CF,2016,2007-2013,7599324,4725092,306047,9683
EL,EL3,EL30,Attiki,EAFRD,1992,1989-1993,0,300525,98192,3107
EL,EL3,EL30,Attiki,EAFRD,1993,1989-1993,1874469,1685131,61863,1957
EL,EL3,EL30,Attiki,EAFRD,1994,1989-1993,693507,677371,5272,167
EL,EL3,EL30,Attiki,EAFRD,1995,1989-1993,592860,498922,30693,971
EL,EL3,EL30,Attiki,EAFRD,1996,1989-1993,6935,5823,363,11
EL,EL3,EL30,Attiki,EAFRD,1994,1994-1999,3192862,4500291,226103,7154
EL,EL3,EL30,Attiki,EAFRD,1995,1994-1999,5049702,5147405,16897,535
EL,EL3,EL30,Attiki,EAFRD,1996,1994-1999,5427062,6291752,149537,4731
EL,EL3,EL30,Attiki,EAFRD,1997,1994-1999,8766767,8255416,88432,2798
EL,EL3,EL30,Attiki,EAFRD,1998,1994-1999,6791767,6829539,6532,207
EL,EL3,EL30,Attiki,EAFRD,1999,1994-1999,6937654,6655204,48846,1545
EL,EL3,EL30,Attiki,EAFRD,2000,1994-1999,5846745,4389504,258960,8193
EL,EL3,EL30,Attiki,EAFRD,2001,1994-1999,0,272723,73541,2327
EL,EL3,EL30,Attiki,EAFRD,2002,1994-1999,0,942485,56944,1802
EL,EL3,EL30,Attiki,EAFRD,2005,1994-1999,1271759,0,0,0
EL,EL3,EL30,Attiki,EAFRD,2000,2000-2006,0,3038076,277149,8769
EL,EL3,EL30,Attiki,EAFRD,2001,2000-2006,6550320,4297368,205526,6503
EL,EL3,EL30,Attiki,EAFRD,2001,2000-2006,0,0,0,0
EL,EL3,EL30,Attiki,EAFRD,2002,2000-2006,1692786,2308498,56168,1777
EL,EL3,EL30,Attiki,EAFRD,2002,2000-2006,0,0,0,0
EL,EL3,EL30,Attiki,EAFRD,2003,2000-2006,3020306,3954551,85227,2696
EL,EL3,EL30,Attiki,EAFRD,2003,2000-2006,0,0,0,0
EL,EL3,EL30,Attiki,EAFRD,2004,2000-2006,5034609,6657469,1151115,36420
EL,EL3,EL30,Attiki,EAFRD,2004,2000-2006,0,0,0,0
EL,EL3,EL30,Attiki,EAFRD,2005,2000-2006,7231881,8988485,1163947,36826
EL,EL3,EL30,Attiki,EAFRD,2005,2000-2006,0,0,0,0
EL,EL3,EL30,Attiki,EAFRD,2006,2000-2006,9214496,11300289,1163947,36826
EL,EL3,EL30,Attiki,EAFRD,2006,2000-2006,0,0,0,0
EL,EL3,EL30,Attiki,EAFRD,2007,2000-2006,13837528,11440075,982838,31096
EL,EL3,EL30,Attiki,EAFRD,2007,2000-2006,0,0,0,0
EL,EL3,EL30,Attiki,EAFRD,2008,2000-2006,10440338,6666348,453011,14333
EL,EL3,EL30,Attiki,EAFRD,2008,2000-2006,0,0,0,0
EL,EL3,EL30,Attiki,EAFRD,2009,2000-2006,2115214,1883127,148596,4701
EL,EL3,EL30,Attiki,EAFRD,2009,2000-2006,,0,0,0
EL,EL3,EL30,Attiki,EAFRD,2010,2000-2006,1096525,0,0,0
EL,EL3,EL30,Attiki,EAFRD,2011,2000-2006,300285,0,0,0
EL,EL3,EL30,Attiki,ESF,2001,2000-2006,0,0,0,0
EL,EL3,EL30,Attiki,EAFRD,2007,2007-2013,4850335,6841198,198696,6286
EL,EL3,EL30,Attiki,EAFRD,2008,2007-2013,4932002,4675957,25554,809
EL,EL3,EL30,Attiki,EAFRD,2009,2007-2013,4297698,7077228,277409,8777
EL,EL3,EL30,Attiki,EAFRD,2010,2007-2013,11183479,9569065,161125,5098
EL,EL3,EL30,Attiki,EAFRD,2011,2007-2013,7184061,7672270,861847,27268
EL,EL3,EL30,Attiki,EAFRD,2012,2007-2013,7369444,9165935,861847,27268
EL,EL3,EL30,Attiki,EAFRD,2013,2007-2013,10967572,10658267,840805,26602
EL,EL3,EL30,Attiki,EAFRD,2014,2007-2013,11661482,7462313,442792,14009
EL,EL3,EL30,Attiki,EAFRD,2015,2007-2013,1675066,998905,67484,2135
EL,EL3,EL30,Attiki,ERDF,1987,1989-1993,920646,920646,0,0
EL,EL3,EL30,Attiki,ERDF,1988,1989-1993,256602,256602,0,0
EL,EL3,EL30,Attiki,ERDF,1989,1989-1993,664044,8975323,1565331,49525
EL,EL3,EL30,Attiki,ERDF,1990,1989-1993,34056389,36833481,523032,16548
EL,EL3,EL30,Attiki,ERDF,1991,1989-1993,45435832,123030555,14614045,462368
EL,EL3,EL30,Attiki,ERDF,1992,1989-1993,363388857,337122923,4946877,156512
EL,EL3,EL30,Attiki,ERDF,1993,1989-1993,255761263,209067282,8794257,278238
EL,EL3,EL30,Attiki,ERDF,1994,1989-1993,64427472,50773239,2571613,81362
EL,EL3,EL30,Attiki,ERDF,1995,1989-1993,8477729,11822481,629944,19931
EL,EL3,EL30,Attiki,ERDF,1996,1989-1993,22183222,21753884,422223,13359
EL,EL3,EL30,Attiki,ERDF,1997,1989-1993,18720028,16196128,643199,20350
EL,EL3,EL30,Attiki,ERDF,1998,1989-1993,0,7621543,463398,14661
EL,EL3,EL30,Attiki,ERDF,1999,1989-1993,8741218,0,0,0
EL,EL3,EL30,Attiki,ERDF,2002,1989-1993,1340783,0,0,0
EL,EL3,EL30,Attiki,ERDF,1994,1994-1999,121844071,175096995,9215483,291565
EL,EL3,EL30,Attiki,ERDF,1995,1994-1999,206613519,219784537,2279261,72113
EL,EL3,EL30,Attiki,ERDF,1996,1994-1999,257715133,251964114,995221,31487
EL,EL3,EL30,Attiki,ERDF,1997,1994-1999,235402023,238517652,539163,17058
EL,EL3,EL30,Attiki,ERDF,1998,1994-1999,247490205,241852844,975552,30865
EL,EL3,EL30,Attiki,ERDF,1999,1994-1999,225618073,232380958,1170325,37027
EL,EL3,EL30,Attiki,ERDF,2000,1994-1999,251857072,201550497,9393270,297190
EL,EL3,EL30,Attiki,ERDF,2001,1994-1999,41670456,49950570,4076426,128972
EL,EL3,EL30,Attiki,ERDF,2002,1994-1999,11248361,65912963,3960729,125312
EL,EL3,EL30,Attiki,ERDF,2003,1994-1999,53868471,0,0,0
EL,EL3,EL30,Attiki,ERDF,2004,1994-1999,23683744,0,0,0
EL,EL3,EL30,Attiki,ERDF,2000,2000-2006,0,200314708,19580587,619502
EL,EL3,EL30,Attiki,ERDF,2001,2000-2006,468694848,407258699,6005330,190000
EL,EL3,EL30,Attiki,ERDF,2002,2000-2006,324947008,318192877,660210,20888
EL,EL3,EL30,Attiki,ERDF,2003,2000-2006,309143744,373282546,6269512,198359
EL,EL3,EL30,Attiki,ERDF,2004,2000-2006,459215232,448757397,67249470,2127679
EL,EL3,EL30,Attiki,ERDF,2005,2000-2006,356021664,520207391,71599114,2265296
EL,EL3,EL30,Attiki,ERDF,2006,2000-2006,624376640,728016690,71599114,2265296
EL,EL3,EL30,Attiki,ERDF,2007,2000-2006,823468928,759003075,62672408,1982867
EL,EL3,EL30,Attiki,ERDF,2008,2000-2006,768935552,555593438,38210763,1208935
EL,EL3,EL30,Attiki,ERDF,2009,2000-2006,257203664,235566610,17186565,543759
EL,EL3,EL30,Attiki,ERDF,2010,2000-2006,6040641,0,0,0
EL,EL3,EL30,Attiki,ERDF,2011,2000-2006,139070032,0,0,0
EL,EL3,EL30,Attiki,ERDF,2015,2000-2006,9075479,0,0,0
EL,EL3,EL30,Attiki,ERDF,2007,2007-2013,49553836,76186016,3098776,98041
EL,EL3,EL30,Attiki,ERDF,2008,2007-2013,74330752,90051601,1829192,57873
EL,EL3,EL30,Attiki,ERDF,2009,2007-2013,118207840,210706396,10762629,340515
EL,EL3,EL30,Attiki,ERDF,2010,2007-2013,376372480,334052379,4924137,155793
EL,EL3,EL30,Attiki,ERDF,2011,2007-2013,258256544,253540790,548699,17360
EL,EL3,EL30,Attiki,ERDF,2012,2007-2013,245094816,289820714,548699,17360
EL,EL3,EL30,Attiki,ERDF,2013,2007-2013,309643296,423499680,32365826,1024009
EL,EL3,EL30,Attiki,ERDF,2014,2007-2013,651399424,474568665,25077869,793429
EL,EL3,EL30,Attiki,ERDF,2015,2007-2013,193856848,124659223,8052490,254769
EL,EL3,EL30,Attiki,ERDF,2016,2007-2013,1031643,662013,43008,1361
EL,EL3,EL30,Attiki,ESF,2000,2000-2006,0,36719239,3792383,119986
EL,EL3,EL30,Attiki,ESF,2001,2000-2006,94060586,83569952,1083478,34280
EL,EL3,EL30,Attiki,ESF,2002,2000-2006,67187612,75074772,814590,25772
EL,EL3,EL30,Attiki,ESF,2002,2000-2006,0,0,0,0
EL,EL3,EL30,Attiki,ESF,2003,2000-2006,87391486,95334879,820398,25956
EL,EL3,EL30,Attiki,ESF,2003,2000-2006,0,0,0,0
EL,EL3,EL30,Attiki,ESF,2004,2000-2006,107739407,114234896,670858,21225
EL,EL3,EL30,Attiki,ESF,2004,2000-2006,0,0,0,0
EL,EL3,EL30,Attiki,ESF,2005,2000-2006,124378354,129567927,14249409,450831
EL,EL3,EL30,Attiki,ESF,2005,2000-2006,0,0,0,0
EL,EL3,EL30,Attiki,ESF,2006,2000-2006,117702000,141560265,14249409,450831
EL,EL3,EL30,Attiki,ESF,2006,2000-2006,0,0,0,0
EL,EL3,EL30,Attiki,ESF,2007,2000-2006,152854308,165602417,14679806,464449
EL,EL3,EL30,Attiki,ESF,2007,2000-2006,0,0,0,0
EL,EL3,EL30,Attiki,ESF,2008,2000-2006,210098781,146979921,8374410,264955
EL,EL3,EL30,Attiki,ESF,2008,2000-2006,0,0,0,0
EL,EL3,EL30,Attiki,ESF,2009,2000-2006,19845223,42525507,2812508,88984
EL,EL3,EL30,Attiki,ESF,2009,2000-2006,,0,0,0
EL,EL3,EL30,Attiki,ESF,2010,2000-2006,1505705,0,0,0
EL,EL3,EL30,Attiki,ESF,2012,2000-2006,39185635,0,0,0
EL,EL3,EL30,Attiki,ESF,2013,2000-2006,9220676,0,0,0
EL,EL3,EL30,Attiki,ESF,2007,2007-2013,17876637,31405628,1174096,37147
EL,EL3,EL30,Attiki,ESF,2008,2007-2013,26814956,28765367,169264,5355
EL,EL3,EL30,Attiki,ESF,2009,2007-2013,30680743,46240309,1350317,42722
EL,EL3,EL30,Attiki,ESF,2010,2007-2013,61520375,90096434,16443758,520257
EL,EL3,EL30,Attiki,ESF,2011,2007-2013,103737477,126666580,20032800,633810
EL,EL3,EL30,Attiki,ESF,2012,2007-2013,122573827,162590167,20032800,633810
EL,EL3,EL30,Attiki,ESF,2013,2007-2013,184064100,193530326,21792637,689489
EL,EL3,EL30,Attiki,ESF,2014,2007-2013,234597914,147160775,10050455,317982
EL,EL3,EL30,Attiki,ESF,2015,2007-2013,71600512,49667836,4190087,132569
EL,EL3,EL30,Attiki,ESF,2016,2007-2013,44906771,22249890,1966249,62209
EL,EL4,EL41,Voreio Aigaio,CF,1993,1994-1999,179098,179098,0,0
EL,EL4,EL41,Voreio Aigaio,CF,1994,1994-1999,1557981,2232707,73913,2339
EL,EL4,EL41,Voreio Aigaio,CF,1995,1994-1999,1820736,4122548,252152,7978
EL,EL4,EL41,Voreio Aigaio,CF,1996,1994-1999,8032139,6839386,130660,4134
EL,EL4,EL41,Voreio Aigaio,CF,1997,1994-1999,4813515,3862007,104233,3298
EL,EL4,EL41,Voreio Aigaio,CF,1998,1994-1999,2245886,5491866,600357,18994
EL,EL4,EL41,Voreio Aigaio,CF,1999,1994-1999,10284694,8687350,491780,15559
EL,EL4,EL41,Voreio Aigaio,CF,2000,1994-1999,4958530,5683899,528748,16729
EL,EL4,EL41,Voreio Aigaio,CF,2001,1994-1999,7865358,5602679,301081,9526
EL,EL4,EL41,Voreio Aigaio,CF,2002,1994-1999,385910,1602695,103367,3270
EL,EL4,EL41,Voreio Aigaio,CF,2003,1994-1999,1748610,0,0,0
EL,EL4,EL41,Voreio Aigaio,CF,2004,1994-1999,191430,0,0,0
EL,EL4,EL41,Voreio Aigaio,CF,2005,1994-1999,48772,0,0,0
EL,EL4,EL41,Voreio Aigaio,CF,2007,1994-1999,7010,0,0,0
EL,EL4,EL41,Voreio Aigaio,CF,2008,1994-1999,92869,0,0,0
EL,EL4,EL41,Voreio Aigaio,CF,2009,1994-1999,71697,0,0,0
EL,EL4,EL41,Voreio Aigaio,CF,2001,2000-2006,0,31552,88734,2807
EL,EL4,EL41,Voreio Aigaio,CF,2002,2000-2006,0,136939,242804,7682
EL,EL4,EL41,Voreio Aigaio,CF,2003,2000-2006,0,427804,559152,17691
EL,EL4,EL41,Voreio Aigaio,CF,2004,2000-2006,0,1173182,1193874,37772
EL,EL4,EL41,Voreio Aigaio,CF,2005,2000-2006,0,4380588,1117580,35359
EL,EL4,EL41,Voreio Aigaio,CF,2006,2000-2006,5209104,8247536,1117580,35359
EL,EL4,EL41,Voreio Aigaio,CF,2006,2000-2006,0,0,0,0
EL,EL4,EL41,Voreio Aigaio,CF,2007,2000-2006,9566124,8828022,1105253,34969
