MS,MS Name,CCI,Programme Title,Fund,Category of region,Year,Planned EU amount,N+3 De-commitment Amount,Net Planned EU Amount,Cumulative initial pre-financing,Cumulative additional initial pre-financing,Recovery of additional initial pre-financing,Net additional initial pre-financing,Total net initial pre-financing,Cumulative annual pre-financing,Annual pre-financing covered by expenditure,Recovery of annual pre-financing,Net annual pre-financing,Cumulative interim payments,Recovery of expenses,Net interim payments,Total net payments,EU payment rate,EU Payment Rate on Planned EU Amount
GR,Greece,2014GR16M2OP011,Crete - ERDF/ESF,ESF,Transition,2018,"67,964,514.00",0.00,"67,964,514.00","2,187,184.64","3,827,573.12",0.00,"3,827,573.12","6,014,757.76","4,283,166.61","767,946.00","1,760,986.23","1,754,234.38","20,889,958.05",0.00,"21,657,904.05","29,426,896.19",43.30,43.30
FR,France,2014FR16M0OP009,Guadeloupe - ERDF/ESF/YEI,ERDF,Outermost or Northern Sparsely Populated,2019,"97,784,542.00",0.00,"97,784,542.00","2,757,524.07",0.00,0.00,0.00,"2,757,524.07","6,778,913.34","768,238.00","6,010,675.34",0.00,"34,470,181.65",0.00,"35,238,419.65","37,995,943.72",38.86,38.86
CZ,Czechia,2014CZ05M9OP001,"Employment, Human Capital and Social Cohesion - CZ - ESF/YEI",ESF,More developed,2019,"100,000,000.00",0.00,"100,000,000.00","2,820,000.00",0.00,0.00,0.00,"2,820,000.00","6,932,500.01","773,878.46","3,573,621.55","2,585,000.00","27,132,806.27",0.00,"27,906,684.73","33,311,684.73",33.31,33.31
CZ,Czechia,2014CZ05M9OP001,"Employment, Human Capital and Social Cohesion - CZ - ESF/YEI",ESF,More developed,2018,"100,000,000.00",0.00,"100,000,000.00","2,820,000.00",0.00,0.00,0.00,"2,820,000.00","6,932,500.01","773,878.46","3,573,621.55","2,585,000.00","23,816,641.92",0.00,"24,590,520.38","29,995,520.38",30.00,30.00
DE,Germany,2014DE05SFOP001,Schleswig-Holstein  - ESF,ESF,More developed,2018,"88,790,767.00",0.00,"88,790,767.00","2,503,899.63",0.00,0.00,0.00,"2,503,899.63","6,155,419.93","774,355.65","3,085,822.95","2,295,241.33","32,507,336.36",0.00,"33,281,692.01","38,080,832.97",42.89,42.89
PT,Portugal,2014PT16M3OP001,Competitiveness and Internationalisation  - PT - ERDF/ESF/CF,CF,,2018,"609,000,000.00",0.00,"609,000,000.00","20,036,100.00",0.00,0.00,0.00,"20,036,100.00","42,218,925.00","778,644.27","25,697,630.73","15,742,650.00","42,260,826.40",0.00,"43,039,470.67","78,818,220.67",12.94,12.94
FR,France,2014FR16M2OP003,Bretagne - ERDF/ESF,ERDF,More developed,2018,"307,307,301.00",0.00,"307,307,301.00","8,666,065.89",0.00,0.00,0.00,"8,666,065.89","21,304,078.65","781,887.90","12,578,297.02","7,943,893.73","59,511,228.05","7,117,247.91","53,175,868.04","69,785,827.66",22.71,22.71
SE,Sweden,2014SE16RFOP005,Stockholm - ERDF,ERDF,More developed,2019,"36,485,339.00",0.00,"36,485,339.00","1,043,722.86",0.00,0.00,0.00,"1,043,722.86","2,552,218.71","783,306.84","1,768,911.87",0.00,"9,939,642.43",0.00,"10,722,949.27","11,766,672.13",32.25,32.25
GR,Greece,2014GR16M2OP005,Western Greece - ERDF/ESF,ESF,Less developed,2018,"77,792,782.00",0.00,"77,792,782.00","2,497,351.09","4,370,364.40",0.00,"4,370,364.40","6,867,715.49","4,895,474.32","792,449.66","2,095,112.52","2,007,912.14","17,858,823.10",0.00,"18,651,272.76","27,526,900.39",35.38,35.38
UK,United Kingdom,2014UK05M9OP001,England  - ESF/YEI,YEI ESF Matching Component,,2019,"159,788,424.00",0.00,"159,788,424.00","4,793,652.72",0.00,0.00,0.00,"4,793,652.72","11,784,396.27","793,431.98","7,152,145.10","3,838,819.19","10,367,924.82",0.00,"11,161,356.80","19,793,828.71",12.39,12.39
UK,United Kingdom,2014UK05M9OP001,England  - ESF/YEI,YEI Specific Allocation,,2019,"159,788,424.00",0.00,"159,788,424.00","4,793,652.72","46,338,642.96","46,338,642.96",0.00,"4,793,652.72","11,784,396.27","796,848.44","7,152,145.10","3,835,402.73","10,367,924.83",0.00,"11,164,773.27","19,793,828.72",12.39,12.39
IT,Italy,2014IT16RFOP021,Veneto - ERDF,ERDF,More developed,2019,"300,155,358.00",0.00,"300,155,358.00","8,464,381.11",0.00,0.00,0.00,"8,464,381.11","20,808,270.25","802,365.47","20,005,904.78",0.00,"53,519,072.54",0.00,"54,321,438.01","62,785,819.12",20.92,20.92
BE,Belgium,2014BE16RFOP001,Brussels Capital Region - ERDF,ERDF,More developed,2019,"95,777,508.00",0.00,"95,777,508.00","2,669,747.76",0.00,0.00,0.00,"2,669,747.76","9,180,093.70","815,470.36","5,776,237.81","2,588,385.53","14,721,624.05",0.00,"15,537,094.41","20,795,227.70",21.71,21.71
IT,Italy,2014IT05SFOP020,Campania  - ESF,ESF,Less developed,2018,"627,882,260.00",0.00,"627,882,260.00","17,706,279.72",0.00,0.00,0.00,"17,706,279.72","43,527,937.65","824,399.53","26,472,781.71","16,230,756.41","67,226,509.32",0.00,"68,050,908.85","101,987,944.98",16.24,16.24
NL,Netherlands,2014NL14MFOP001,Maritime and Fisheries - Netherlands,EMFF,,2019,"101,523,244.00",0.00,"101,523,244.00","2,862,955.50",0.00,0.00,0.00,"2,862,955.50","7,038,098.95","825,243.37","6,212,855.58",0.00,"20,997,746.81",0.00,"21,822,990.18","24,685,945.68",24.32,24.32
CZ,Czechia,2014CZ05M9OP001,"Employment, Human Capital and Social Cohesion - CZ - ESF/YEI",YEI,,2019,"27,199,968.00",0.00,"27,199,968.00","815,999.04","3,943,995.36","3,943,995.36",0.00,"815,999.04","2,005,997.64","834,949.05","1,097,449.80","73,598.79","17,060,814.26",0.00,"17,895,763.31","18,785,361.14",69.06,69.06
TC,Interreg,2014TC16RFCB034,Interreg V-A - France-Italy (ALCOTRA),ERDF,,2019,"198,876,285.00",0.00,"198,876,285.00","5,966,288.55",0.00,0.00,0.00,"5,966,288.55","14,667,126.04","846,187.86","9,198,028.20","4,622,909.98","19,033,326.68",0.00,"19,879,514.54","30,468,713.07",15.32,15.32
IT,Italy,2014IT16RFOP009,Friuli-Venezia Giulia - ERDF,ERDF,More developed,2019,"115,389,592.00",0.00,"115,389,592.00","3,253,986.48",0.00,0.00,0.00,"3,253,986.48","7,999,383.43","849,122.35","7,150,261.08",0.00,"25,838,328.76",0.00,"26,687,451.11","29,941,437.59",25.95,25.95
TC,Interreg,2014TC16RFCB056,Interreg V-A - Germany-Denmark,ERDF,,2018,"89,634,975.00",0.00,"89,634,975.00","2,689,049.25",0.00,0.00,0.00,"2,689,049.25","6,610,579.40","853,373.33","3,292,244.26","2,464,961.81","26,787,208.34",0.00,"27,640,581.67","32,794,592.73",36.59,36.59
FR,France,2014FR16M0OP008,Picardie - ERDF/ESF/YEI,ESF,Transition,2018,"61,112,432.00",0.00,"61,112,432.00","1,838,468.19",0.00,0.00,0.00,"1,838,468.19","4,414,061.49","858,232.15","1,972,879.33","1,582,950.01","16,924,079.83",0.00,"17,782,311.98","21,203,730.18",34.70,34.70
GR,Greece,2014GR16M2OP001,Competitiveness Entrepreneurship and Innovation - GR - ERDF/ESF,ESF,Less developed,2019,"356,371,951.00",0.00,"356,371,951.00","15,661,606.80","27,407,811.90","27,407,811.90",0.00,"15,661,606.80","28,876,087.54","858,616.15","17,993,620.61","10,023,850.78","29,013,980.31",0.00,"29,872,596.46","55,558,054.04",15.59,15.59
FR,France,2014FR16M0OP006,Languedoc-Roussillon - ERDF/ESF/YEI,ERDF,Transition,2019,"305,969,459.00",0.00,"305,969,459.00","8,628,338.61",0.00,0.00,0.00,"8,628,338.61","21,211,332.42","867,863.44","12,434,158.59","7,909,310.39","44,692,051.07",0.00,"45,559,914.51","62,097,563.51",20.30,20.30
FR,France,2014FR16M0OP006,Languedoc-Roussillon - ERDF/ESF/YEI,ERDF,Transition,2018,"305,969,459.00",0.00,"305,969,459.00","8,628,338.61",0.00,0.00,0.00,"8,628,338.61","21,211,332.42","867,863.44","12,434,158.59","7,909,310.39","44,692,051.07",0.00,"45,559,914.51","62,097,563.51",20.30,20.30
IT,Italy,2014IT05SFOP006,Liguria  - ESF,ESF,More developed,2018,"177,272,384.00",0.00,"177,272,384.00","4,999,081.23",0.00,0.00,0.00,"4,999,081.23","12,289,408.03","869,090.31","6,837,826.59","4,582,491.13","27,265,720.42",0.00,"28,134,810.73","37,716,383.09",21.28,21.28
GR,Greece,2014GR16M3TA001,Technical assistance - ERDF/ESF/CF,ERDF,More developed,2018,"31,199,771.00",0.00,"31,199,771.00","1,453,231.33","2,543,154.82",0.00,"2,543,154.82","3,996,386.15","2,448,212.42","869,318.71","720,900.01","857,993.70","12,971,836.37",0.00,"13,841,155.08","18,695,534.93",59.92,59.92
DE,Germany,2014DE16M2OP001,Niedersachsen - ERDF/ESF,ESF,Transition,2019,"97,449,663.00",0.00,"97,449,663.00","2,748,080.49",0.00,0.00,0.00,"2,748,080.49","6,755,697.87","872,810.26","4,236,624.09","1,646,263.52","13,968,412.61",0.00,"14,841,222.87","19,235,566.88",19.74,19.74
TC,Interreg,2014TC16RFCB025,Interreg V-A - Czech Republic-Poland,ERDF,,2019,"226,221,710.00",0.00,"226,221,710.00","6,786,651.30",0.00,0.00,0.00,"6,786,651.30","23,187,725.28","874,541.92","15,809,309.20","6,503,874.16","36,304,372.44",0.00,"37,178,914.36","50,469,439.82",22.31,22.31
LV,Latvia,2014LV16MAOP001,Growth and Employment - LV - ERDF/ESF/CF/YEI,ESF,Less developed,2017,"609,544,789.00",0.00,"609,544,789.00","17,189,163.03",0.00,0.00,0.00,"17,189,163.03","26,499,959.67","882,282.04","10,577,159.98","15,040,517.65","39,023,335.64",0.00,"39,905,617.68","72,135,298.36",11.83,11.83
TC,Interreg,2014TC16RFTN005,Interreg V-B - North Sea,ERDF,,2019,"167,253,971.00",0.00,"167,253,971.00","5,017,619.13",0.00,0.00,0.00,"5,017,619.13","17,143,532.03","884,473.03","11,450,507.33","4,808,551.67","20,240,379.32",0.00,"21,124,852.35","30,951,023.15",18.51,18.51
TC,Interreg,2014TC16RFCB016,Interreg V-A - Sweden-Norway,ERDF,,2019,"47,199,965.00",0.00,"47,199,965.00","1,415,998.95",0.00,0.00,0.00,"1,415,998.95","4,837,996.43","891,018.67","2,589,978.77","1,356,998.99","13,876,384.84",0.00,"14,767,403.51","17,540,401.45",37.16,37.16
DE,Germany,2014DE16RFOP012,Sachsen - ERDF,ERDF,Transition,2018,"1,873,092,389.00",0.00,"1,873,092,389.00","52,821,205.35",0.00,0.00,0.00,"52,821,205.35","129,852,129.81","898,989.36","80,533,702.21","48,419,438.24","274,194,430.60",0.00,"275,093,419.96","376,334,063.55",20.09,20.09
DE,Germany,2014DE05SFOP016,Bremen - ESF,ESF,More developed,2019,"76,161,404.00",0.00,"76,161,404.00","2,147,751.60",0.00,0.00,0.00,"2,147,751.60","5,279,889.36","907,405.92","3,311,117.06","1,061,366.38","19,404,603.71",0.00,"20,312,009.63","23,521,127.61",30.88,30.88
SI,Slovenia,2014SI16MAOP001,EU Cohesion Policy - ERDF/ESF/CF/YEI,YEI,,2019,"18,423,072.00",0.00,"18,423,072.00","552,692.16","2,671,345.44","2,671,345.44",0.00,"552,692.16","1,888,364.88","907,765.72","450,935.84","529,663.32","15,636,537.79",0.00,"16,544,303.51","17,626,658.99",95.68,95.68
HU,Hungary,2014HU16M0OP001,Economic Development and Innovation Programme - HU - ERDF/ESF/YEI,YEI,,2019,"99,530,712.00",0.00,"99,530,712.00","2,985,921.36","14,431,953.24",0.00,"14,431,953.24","17,417,874.60","6,783,496.94","908,323.20","3,694,972.24","2,180,201.50","64,035,466.38",0.00,"64,943,789.58","84,541,865.68",84.94,84.94
HU,Hungary,2014HU16M0OP001,Economic Development and Innovation Programme - HU - ERDF/ESF/YEI,YEI,,2018,"99,530,712.00",0.00,"99,530,712.00","2,985,921.36","14,431,953.24",0.00,"14,431,953.24","17,417,874.60","6,226,603.86","908,323.20","3,694,972.24","1,623,308.42","62,536,571.34",0.00,"63,444,894.54","82,486,077.56",82.87,82.87
HU,Hungary,2014HU16M0OP001,Economic Development and Innovation Programme - HU - ERDF/ESF/YEI,YEI,,2017,"99,530,712.00",0.00,"99,530,712.00","2,985,921.36","14,431,953.24",0.00,"14,431,953.24","17,417,874.60","4,603,295.44","908,323.20","1,082,291.04","2,612,681.20","62,536,571.34",0.00,"63,444,894.54","83,475,450.34",83.87,83.87
GR,Greece,2014GR16M3TA001,Technical assistance - ERDF/ESF/CF,ERDF,Transition,2019,"24,617,036.00",0.00,"24,617,036.00","988,683.04","1,730,195.32",0.00,"1,730,195.32","2,718,878.36","1,758,848.77","913,478.43","845,370.34",0.00,"10,133,817.67",0.00,"11,047,296.10","13,766,174.46",55.92,55.92
DK,Denmark,2014DK16RFOP001,Innovation and Sustainable Growth in Businesses - DK - ERDF,ERDF,More developed,2018,"164,596,155.00",0.00,"164,596,155.00","4,641,611.61",0.00,0.00,0.00,"4,641,611.61","11,410,628.55","915,369.84","6,240,448.07","4,254,810.64","29,001,232.19",0.00,"29,916,602.03","38,813,024.28",23.58,23.58
PL,Poland,2014PL16M2OP015,Wielkolskie Voivodeship - ERDF/ESF,ESF,Less developed,2017,"689,231,240.00",0.00,"689,231,240.00","19,436,320.98",0.00,0.00,0.00,"19,436,320.98","29,964,328.18","919,619.07","12,037,928.25","17,006,780.86","56,226,916.46",0.00,"57,146,535.53","93,589,637.37",13.58,13.58
GR,Greece,2014GR05M2OP001,Reform of the Public Sector - GR - ESF/ERDF,ESF,Transition,2019,"49,800,615.00",0.00,"49,800,615.00","1,565,056.53","2,738,848.92",0.00,"2,738,848.92","4,303,905.45","3,095,318.10","928,722.46","1,156,509.61","1,010,086.03","12,055,879.04",0.00,"12,984,601.50","18,298,592.98",36.74,36.74
GR,Greece,2014GR16M2OP004,Epirus - ERDF/ESF,ESF,Less developed,2019,"42,062,715.00",0.00,"42,062,715.00","1,283,107.73","2,245,438.52",0.00,"2,245,438.52","3,528,546.25","2,569,275.48","931,724.22","1,126,650.38","510,900.88","14,542,594.62",0.00,"15,474,318.84","19,513,765.97",46.39,46.39
DE,Germany,2014DE16RFOP011,Saarland  - ERDF,ERDF,More developed,2019,"143,289,081.00",0.00,"143,289,081.00","4,040,752.08",0.00,0.00,0.00,"4,040,752.08","13,805,902.95","932,277.40","9,001,238.14","3,872,387.41","23,375,941.76",0.00,"24,308,219.16","32,221,358.65",22.49,22.49
BG,Bulgaria,2014BG05M9OP001,Human Resources Development  - BG - ESF/YEI,YEI,,2017,"110,377,490.00",0.00,"110,377,490.00","3,311,324.70","16,004,736.05",0.00,"16,004,736.05","19,316,060.75","5,104,958.92","933,606.46","1,273,943.34","2,897,409.12","39,046,600.68",0.00,"39,980,207.14","62,193,677.01",56.35,56.35
FR,France,2014FR16M0OP003,Centre - ERDF/ESF/YEI,YEI,,2019,"32,837,246.00",0.00,"32,837,246.00","694,280.16","3,355,687.44",0.00,"3,355,687.44","4,049,967.60","1,973,372.84","934,807.58","750,383.04","288,182.22","16,553,371.72",0.00,"17,488,179.30","21,826,329.12",66.47,66.47
ES,Spain,2014ES16RFOP008,Cantabria  - ERDF,ERDF,More developed,2019,"56,299,103.00",0.00,"56,299,103.00","1,716,257.31",0.00,0.00,0.00,"1,716,257.31","5,218,755.50","935,454.19","2,775,092.12","1,508,209.19","27,433,821.76",0.00,"28,369,275.95","31,593,742.45",56.12,56.12
IT,Italy,2014IT05SFOP021,Sardegna  - ESF,ESF,Transition,2019,"222,400,000.00",0.00,"222,400,000.00","6,271,680.00",0.00,0.00,0.00,"6,271,680.00","15,417,880.00","939,505.99","14,478,374.01",0.00,"32,403,921.75",0.00,"33,343,427.74","39,615,107.74",17.81,17.81
SE,Sweden,2014SE05M9OP001,Investments in growth and employInvestments in growth and employment - SE - ESF/YEIment - ESF/YEI,YEI ESF Matching Component,,2019,"44,163,096.00",0.00,"44,163,096.00","1,324,892.88",0.00,0.00,0.00,"1,324,892.88","3,257,028.33","941,330.59","1,101,212.60","1,214,485.14","27,875,089.55",0.00,"28,816,420.14","31,355,798.16",71.00,71.00
SE,Sweden,2014SE05M9OP001,Investments in growth and employInvestments in growth and employment - SE - ESF/YEIment - ESF/YEI,YEI Specific Allocation,,2018,"44,163,096.00",0.00,"44,163,096.00","1,324,892.88","12,807,297.84",0.00,"12,807,297.84","14,132,190.72","3,257,028.33","941,330.59","1,101,212.60","1,214,485.14","26,843,944.08",0.00,"27,785,274.67","43,131,950.53",97.67,97.67
SE,Sweden,2014SE05M9OP001,Investments in growth and employInvestments in growth and employment - SE - ESF/YEIment - ESF/YEI,YEI ESF Matching Component,,2018,"44,163,096.00",0.00,"44,163,096.00","1,324,892.88",0.00,0.00,0.00,"1,324,892.88","3,257,028.33","941,330.59","1,101,212.60","1,214,485.14","26,843,944.08",0.00,"27,785,274.67","30,324,652.69",68.67,68.67
BG,Bulgaria,2014BG16M1OP002,Environment - BG - ERDF/CF,ERDF,Less developed,2018,"371,204,258.00",0.00,"371,204,258.00","10,467,960.09",0.00,0.00,0.00,"10,467,960.09","25,733,735.22","943,921.22","15,194,183.92","9,595,630.08","13,527,662.00",0.00,"14,471,583.22","34,535,173.39",9.30,9.30
FR,France,2014FR16M0OP008,Picardie - ERDF/ESF/YEI,ERDF,Transition,2018,"219,703,414.00",0.00,"219,703,414.00","6,195,636.24",0.00,0.00,0.00,"6,195,636.24","15,230,939.10","950,512.95","8,601,092.93","5,679,333.22","31,711,769.83",0.00,"32,662,282.78","44,537,252.24",20.27,20.27
FI,Finland,2014FI14MFOP001,Maritime and Fisheries - Finland,EMFF,,2018,"74,393,168.00",0.00,"74,393,168.00","2,097,887.34",0.00,0.00,0.00,"2,097,887.34","5,157,306.38","955,479.82","2,278,763.15","1,923,063.41","22,028,060.46",0.00,"22,983,540.28","27,004,491.03",36.30,36.30
FR,France,2014FR16M0OP012,Nord-Pas de Calais - ERDF/ESF/YEI,YEI,,2019,"66,710,972.00",0.00,"66,710,972.00","1,335,388.26","6,454,376.59",0.00,"6,454,376.59","7,789,764.85","3,890,881.20","964,780.22","2,872,237.92","53,863.06","16,290,541.68",0.00,"17,255,321.90","25,098,949.81",37.62,37.62
GR,Greece,2014GR16M3TA001,Technical assistance - ERDF/ESF/CF,CF,,2017,"61,831,216.00",0.00,"61,831,216.00","2,731,226.16","4,779,645.78",0.00,"4,779,645.78","7,510,871.94","2,988,682.50","966,894.94","398,718.14","1,623,069.42","18,539,233.41",0.00,"19,506,128.35","28,640,069.71",46.32,46.32
UK,United Kingdom,2014UK05M9OP001,England  - ESF/YEI,ESF,More developed,2018,"2,281,228,770.00",0.00,"2,281,228,770.00","63,960,695.16",0.00,0.00,0.00,"63,960,695.16","157,176,527.93","967,407.45","97,583,510.36","58,625,610.12","51,137,852.98",0.00,"52,105,260.43","174,691,565.71",7.66,7.66
TC,Interreg,2014TC16RFCB039,Interreg V-A - France-Germany-Switzerland (Rhin supérieur),ERDF,,2019,"109,704,965.00",0.00,"109,704,965.00","3,291,148.95",0.00,0.00,0.00,"3,291,148.95","8,090,741.19","980,262.84","5,073,854.65","2,036,623.70","21,447,291.44",0.00,"22,427,554.28","27,755,326.93",25.30,25.30
FR,France,2014FR16M0OP011,Martinique - ERDF/ESF/YEI,ERDF,Outermost or Northern Sparsely Populated,2019,"93,142,408.00",0.00,"93,142,408.00","2,626,615.92",0.00,0.00,0.00,"2,626,615.92","6,457,097.47","987,061.04","5,470,036.43",0.00,"15,458,912.72",0.00,"16,445,973.76","19,072,589.68",20.48,20.48
ES,Spain,2014ES14MFOP001,Maritime and Fisheries - Spain,EMFF,,2019,"1,161,620,889.00",0.00,"1,161,620,889.00","38,217,327.26",0.00,0.00,0.00,"38,217,327.26","80,529,368.17","987,297.98","79,542,070.19",0.00,"119,720,330.62",0.00,"120,707,628.60","158,924,955.86",13.68,13.68
LV,Latvia,2014LV14MFOP001,Maritime and Fisheries - Latvia,EMFF,,2018,"139,833,742.00",0.00,"139,833,742.00","3,943,311.51",0.00,0.00,0.00,"3,943,311.51","9,693,974.15","988,677.80","5,090,594.12","3,614,702.23","30,172,155.05",0.00,"31,160,832.85","38,718,846.59",27.69,27.69
TC,Interreg,2014TC16RFTN004,Interreg V-B - Northern Periphery and Arctic,ERDF,,2019,"50,209,899.00",0.00,"50,209,899.00","1,506,296.97",0.00,0.00,0.00,"1,506,296.97","5,146,514.65","991,394.08","2,711,585.97","1,443,534.60","15,658,967.74",0.00,"16,650,361.82","19,600,193.39",39.04,39.04
PT,Portugal,2014PT14MFOP001,Maritime and Fisheries - Portugal,EMFF,,2019,"392,485,464.00",0.00,"392,485,464.00","12,912,771.76",0.00,0.00,0.00,"12,912,771.76","37,815,974.43","1,004,091.88","26,204,962.89","10,606,919.66","72,683,656.27",0.00,"73,687,748.15","97,207,439.57",24.77,24.77
PL,Poland,2014PL16M2OP001,Dolnośląskie Voivodeship - ERDF/ESF,ESF,Less developed,2017,"633,630,483.00",0.00,"633,630,483.00","17,868,379.68",0.00,0.00,0.00,"17,868,379.68","27,547,085.34","1,016,875.55","10,895,377.57","15,634,832.22","65,768,472.44",0.00,"66,785,347.99","100,288,559.89",15.83,15.83
DE,Germany,2014DE16RFOP007,Hessen  - ERDF,ERDF,More developed,2019,"240,723,366.00",0.00,"240,723,366.00","6,788,398.89",0.00,0.00,0.00,"6,788,398.89","23,193,696.21","1,020,983.37","15,667,163.90","6,505,548.94","43,032,261.51",0.00,"44,053,244.88","57,347,192.71",23.82,23.82
GR,Greece,2014GR16M2OP003,Thessaly - ERDF/ESF,ESF,Less developed,2018,"72,974,986.00",0.00,"72,974,986.00","2,143,523.17","3,751,165.54",0.00,"3,751,165.54","5,894,688.71","4,362,008.83","1,022,709.28","1,455,739.38","1,883,560.17","15,674,629.21",0.00,"16,697,338.49","24,475,587.37",33.54,33.54
SK,Slovakia,2014SK16RFTA001,Technical Assistance - SK - ERDF,ERDF,Less developed,2018,"159,071,912.00",0.00,"159,071,912.00","4,772,157.36",0.00,0.00,0.00,"4,772,157.36","11,731,553.51","1,023,673.76","6,333,402.17","4,374,477.58","42,849,958.42",0.00,"43,873,632.18","53,020,267.12",33.33,33.33
LV,Latvia,2014LV16MAOP001,Growth and Employment - LV - ERDF/ESF/CF/YEI,YEI ESF Matching Component,,2019,"29,010,639.00",0.00,"29,010,639.00","870,319.17",0.00,0.00,0.00,"870,319.17","1,569,309.13","1,026,248.70","315,493.35","227,567.08","18,158,445.25",0.00,"19,184,693.95","20,282,580.20",69.91,69.91
LV,Latvia,2014LV16MAOP001,Growth and Employment - LV - ERDF/ESF/CF/YEI,YEI Specific Allocation,,2019,"29,010,639.00",0.00,"29,010,639.00","870,319.17","8,413,085.31",0.00,"8,413,085.31","9,283,404.48","1,569,309.13","1,026,248.70","315,493.35","227,567.08","18,158,445.25",0.00,"19,184,693.95","28,695,665.51",98.91,98.91
LV,Latvia,2014LV16MAOP001,Growth and Employment - LV - ERDF/ESF/CF/YEI,YEI Specific Allocation,,2018,"29,010,639.00",0.00,"29,010,639.00","870,319.17","8,413,085.31",0.00,"8,413,085.31","9,283,404.48","1,569,309.13","1,026,248.70","315,493.35","227,567.08","18,158,445.25",0.00,"19,184,693.95","28,695,665.51",98.91,98.91
LV,Latvia,2014LV16MAOP001,Growth and Employment - LV - ERDF/ESF/CF/YEI,YEI ESF Matching Component,,2018,"29,010,639.00",0.00,"29,010,639.00","870,319.17",0.00,0.00,0.00,"870,319.17","1,569,309.13","1,026,248.70","315,493.35","227,567.08","18,158,445.25",0.00,"19,184,693.95","20,282,580.20",69.91,69.91
FR,France,2014FR16M2OP008,Pays de la Loire - ERDF/ESF,ESF,More developed,2019,"76,711,272.00",0.00,"76,711,272.00","2,163,257.88",0.00,0.00,0.00,"2,163,257.88","5,318,008.96","1,032,678.93","2,929,960.17","1,355,369.86","17,104,311.39",0.00,"18,136,990.32","21,655,618.06",28.23,28.23
PL,Poland,2014PL16M2OP005,Łódzkie Voivodeship - ERDF/ESF,ERDF,Less developed,2017,"1,621,433,387.00",0.00,"1,621,433,387.00","45,724,421.52",0.00,0.00,0.00,"45,724,421.52","70,491,816.51","1,042,395.11","29,440,552.57","40,008,868.83","88,068,341.24",0.00,"89,110,736.35","174,844,026.70",10.78,10.78
GR,Greece,2014GR16M2OP010,North Aegean - ERDF/ESF,ERDF,Transition,2018,"215,180,871.00",0.00,"215,180,871.00","8,053,290.64","14,093,258.62",0.00,"14,093,258.62","22,146,549.26","14,866,081.63","1,044,000.66","8,267,616.64","5,554,464.33","33,432,936.68",0.00,"34,476,937.34","62,177,950.93",28.90,28.90
PL,Poland,2014PL05M9OP001,Knowledge Education Growth  - PL - ESF/YEI,ESF,More developed,2017,"566,433,148.00",0.00,"566,433,148.00","16,036,188.69",0.00,0.00,0.00,"16,036,188.69","24,722,457.56","1,044,768.57","9,646,023.89","14,031,665.10","44,205,579.41",0.00,"45,250,347.98","75,318,201.77",13.30,13.30
IT,Italy,2014IT16RFOP007,Campania - ERDF,ERDF,Less developed,2019,"3,085,159,382.00",0.00,"3,085,159,382.00","87,001,494.57",0.00,0.00,0.00,"87,001,494.57","213,878,674.14","1,059,232.38","212,819,441.76",0.00,"458,002,093.89","36,465,058.41","422,596,267.86","509,597,762.43",16.52,16.52
IT,Italy,2014IT16RFOP007,Campania - ERDF,ERDF,Less developed,2018,"3,085,159,382.00",0.00,"3,085,159,382.00","87,001,494.57",0.00,0.00,0.00,"87,001,494.57","213,878,674.14","1,059,232.38","133,068,071.74","79,751,370.02","186,783,992.46",0.00,"187,843,224.84","354,596,089.43",11.49,11.49
IT,Italy,2014IT05SFOP004,Friuli-Venezia Giulia - ESF,ESF,More developed,2018,"138,213,907.00",0.00,"138,213,907.00","3,897,632.19",0.00,0.00,0.00,"3,897,632.19","9,581,679.13","1,069,313.39","4,939,536.23","3,572,829.51","26,174,725.76",0.00,"27,244,039.15","34,714,500.85",25.12,25.12
FR,France,2014FR16M0OP008,Picardie - ERDF/ESF/YEI,ESF,Transition,2019,"61,112,432.00",0.00,"61,112,432.00","1,838,468.19",0.00,0.00,0.00,"1,838,468.19","4,414,061.49","1,079,462.99","1,972,879.33","1,361,719.17","19,525,153.71",0.00,"20,604,616.70","23,804,804.06",38.95,38.95
TC,Interreg,2014TC16RFCB032,Interreg V-A - Sweden-Finland-Norway (Nord),ERDF,,2019,"60,413,727.00",0.00,"60,413,727.00","1,258,556.10",0.00,0.00,0.00,"1,258,556.10","4,830,845.07","1,079,742.69","2,014,207.73","1,736,894.65","16,662,646.73",0.00,"17,742,389.42","20,737,840.17",34.33,34.33
GR,Greece,2014GR16M2OP012,Attica - ERDF/ESF,ESF,More developed,2017,"259,844,914.00",0.00,"259,844,914.00","8,772,352.40","15,351,616.70",0.00,"15,351,616.70","24,123,969.10","10,143,032.46","1,085,995.23","3,300,180.97","5,756,856.26","37,845,132.78",0.00,"38,931,128.01","68,811,953.37",26.48,26.48
SE,Sweden,2014SE16RFOP002,Småland and islands - ERDF,ERDF,More developed,2019,"65,081,953.00",0.00,"65,081,953.00","1,861,775.85",0.00,0.00,0.00,"1,861,775.85","4,552,606.22","1,087,859.65","3,464,746.57",0.00,"14,764,052.61",0.00,"15,851,912.26","17,713,688.11",27.22,27.22
PL,Poland,2014PL16M2OP002,Kujawsko-Pomorskie Voivodeship - ERDF/ESF,ESF,Less developed,2017,"535,456,695.00",0.00,"535,456,695.00","15,099,878.79",0.00,0.00,0.00,"15,099,878.79","23,278,979.80","1,102,426.82","8,964,159.04","13,212,393.94","33,787,353.12",0.00,"34,889,779.94","63,202,052.67",11.80,11.80
